  1 :RED                 :
  2 :	                   :
  3 : Red 0 ...n Bass    :
  4 : Red 1 ...ss 004    :
  5 : Red 2 ...lo 001    :
  6 : Red 3 ...D Bass    :
  7 : Red 4 ... Nobby    :
  8 : Red 5 ...s Down    :
  9 : Red 6 ...essive    :
 10 : Red 7 : Taurus     :
 11 : Red 8 : Rubber     :
 12 : Red 9 ...iMogue    :
 13 : Red 10...izzler    :
 14 : Red 11...erheim    :
 15 : Red 12...orLead    :
 16 : Red 13  : Cars     :
 17 : Red 14...M-OBX1    :
 18 : Red 15  : Lucky    :
 19 : Red 16...ni 5th    :
 20 : Red 17  :          :
 21 : Red 18  :          :
 22 : Red 19  :          :
 23 : Red 20  :          :
 24 : Red 21  :          :
 25 : Red 22  :          :
 26 : Red 23  :          :
 27 : Red 24  :          :
 28 : Red 25  :          :
 29 : Red 26  :          :
 30 : Red 27  :          :
 31 : Red 28  :          :
 32 : Red 29  :          :
 33 : Red 30  :          :
 34 : Red 31  :          :
 35 : Red 32  :          :
 36 : Red 33  :          :
 37 : Red 34  :          :
 38 : Red 35  :          :
 39 : Red 36  :          :
 40 : Red 37  :          :
 41 : Red 38  :          :
 42 : Red 39  :          :
 43 : Red 40  :          :
 44 : Red 41  :          :
 45 : Red 42  :          :
 46 : Red 43  :          :
 47 : Red 44  :          :
 48 : Red 45  :          :
 49 : Red 46  :          :
 50 : Red 47  :          :
 51 : Red 48  :          :
 52 : Red 49  :          :
 53 : Red 50  :          :
 54 : Red 51  :          :
 55 : Red 52  :          :
 56 : Red 53  :          :
 57 : Red 54  :          :
 58 : Red 55  :          :
 59 : Red 56  :          :
 60 : Red 57  :          :
 61 : Red 58  :          :
 62 : Red 59  :          :
 63 : Red 60  :          :
 64 : Red 61  :          :
 65 : Red 62  :          :
 66 : Red 63  :          :
 67 : Red 64  :          :
 68 : Red 65  :          :
 69 : Red 66  :          :
 70 : Red 67  :          :
 71 : Red 68  :          :
 72 : Red 69  :          :
 73 : Red 70  :          :
 74 : Red 71  :          :
 75 : Red 72  :          :
 76 : Red 73  :          :
 77 : Red 74  :          :
 78 : Red 75  :          :
 79 : Red 76  :          :
 80 : Red 77  :          :
 81 : Red 78  :          :
 82 : Red 79  :          :
 83 : Red 80  :          :
 84 : Red 81  :          :
 85 : Red 82  :          :
 86 : Red 83  :          :
 87 : Red 84  :          :
 88 : Red 85  :          :
 89 : Red 86  :          :
 90 : Red 87  :          :
 91 : Red 88  :          :
 92 : Red 89  :          :
 93 : Red 90  :          :
 94 : Red 91  :          :
 95 : Red 92  :          :
 96 : Red 93  :          :
 97 : Red 94  :          :
 98 : Red 95  :          :
 99 : Red 96  :          :
100 : Red 97  :          :
101 : Red 98  :          :
102 : Red 99  :          :
103 : Red 100  :         :
104 : Red 101  :         :
105 : Red 102  :         :
106 : Red 103  :         :
107 : Red 104  :         :
108 : Red 105  :         :
109 : Red 106  :         :
110 : Red 107  :         :
111 : Red 108  :         :
112 : Red 109  :         :
113 : Red 110  :         :
114 : Red 111  :         :
115 : Red 112  :         :
116 : Red 113  :         :
117 : Red 114  :         :
118 : Red 115  :         :
119 : Red 116  :         :
120 : Red 117  :         :
121 : Red 118  :         :
122 : Red 119  :         :
123 : Red 120  :         :
124 : Red 121  :         :
125 : Red 122  :         :
126 : Red 123  :         :
127 : Red 124  :         :
128 : Red 125  :         :
129 : Red 126  :         :
130 : Red 127  :         :
131 :GREEN               :
132 :	                   :
133 : Preset NR: 0       :
134 : Preset NR: 1       :
135 : Preset NR: 2       :
136 : Preset NR: 3       :
137 : Preset NR: 4       :
138 : Preset NR: 5       :
139 : Preset NR: 6       :
